CD14,CD123,CD38,CD3,CD19,CXCR3,CD11b,CD4,CD8,CD11c,CD16,CCR4_2,gdTCR,CD45RA,CX3CR1_1,CCR6,CD27,Vd2,CD127_1,CCR7,CD25,CXCR5,HLADR,CD56,cell
0,0,0.090501188347708,0.8000753400871515,0.04349730449083525,0.37004046441308147,0.04085421743424746,0.03854416234398388,0.9880685845435028,0,0.025192167291806948,0,0,0.7963408553078524,0,0,0.964595286925897,0,0.2481041341840326,0.9235338819307852,0,0,0,0,CD8+ T cells
0,0,0.08193438421221583,0.7645333973438877,0.03354007262034498,0.2987132179387979,0.03194703453765377,0.02804426919823694,0.9642219984770606,0,0.02152123874625658,0,0,0.8110277161375137,0,0,0.9463849128214462,0,0.5518749747021879,0.6980282617621372,0,0,0,0,CD8+ T cells
0,0,0.14859676133576302,0.02708347659350332,0.9926912515798372,0,0.015339009222233937,0,0.015595324864326753,0,0,0,0,0.9999900235307944,0,1,0.0902190945268456,0,0,0.7640998198405938,0.5016798316842389,1,0.7732826257973798,0.021700127594973233,CXCR5+ B cells
0,0,0.45412209548295174,0.029531849759700034,0.9999548656282379,0,0.009863664338385356,0,0.01455659875064949,0,0,0,0,0.9260098259666251,0,1,0.048875518773630375,0,0,0.33505534305793305,0.03643454586402037,1,0.7921122800990085,0.02938407298212488,CXCR5+ B cells
0,0,0.20379479478278573,3.6839209273860025e-5,0.9430474424391282,0,0,0,0.002593648289843506,0,0,0,0,0.7578127981717911,0,0.44601899602639294,0.031544874422360446,0,0,0.7248019603764196,0.037910977471012644,0.8065340010674384,0.656062676566145,0,CXCR5+ B cells
0,0,0.28763205369642997,0,0.9117812910113543,0,0,0,0,0,0,0,0,0.7351375496484278,0,0.19112573872551086,0.02859667685204821,0,0,0.6363664654783565,0,0.07434130190261334,0.658973747501648,0,B cells
0,0,0.7445827862231509,0.015875688430943773,0.16459757420183682,0,0.24219735351534935,0,0.05939555006193889,0.5320836379644609,0.9996559949758654,0,0,0.22702637196792438,0.11610172917960165,0,0,0,0,0,0,0,0,0.33184077120065664,Unassigned
0,0,0.9284023054691506,0.022653675002636906,0.2869226359639385,0,0.20361005111979363,0,0.055623677360127195,0.1146042478597377,0.9712773486194355,0,0,0.44365890320262863,0.1278972817933819,0,0,0,0,0,0,0,0,0.3464405593463762,Unassigned
0,0,0.2074140953306549,0.04874613401094094,0.04127916085741296,0,0.2675067261144122,0.0028110842562924297,0.07059216422806404,0.11626968027029798,1,0,0,0.9024516827765215,0.2524423688201634,0,0,0,0,0,0,0.07480639016666182,0,0.9295974370859784,CD16+ NK cells
0,0,0.7319817726173359,0.04606190544519591,0.1615790508155118,0,0.3348407011024778,0.0033248077759001344,0.5628432492545112,0.05478453604093842,0.6292987189535719,0,0,0.6571722028045432,0.23543105551025975,0,0.026341921202561264,0,0,0,0,0.05126193167768294,0,0.8937018251921611,CD16+ NK cells
0,0,0.5630796385235635,0.0380590034086825,0.09596459590600792,0,0.4321613062731248,0,0.5186705480326012,0.024851894547714283,0.11730348180155217,0,0,0.6401625128296307,0.1650925898140578,0,0.02778280603717268,0,0,0,0,0.03609271251969018,0,0.7915867256374756,CD16- NK cells
0,0,0.2022110134135982,0.026012035253675733,0.02244394051479061,0,0.25676915300059505,0,0.5486640842281609,0.005864760345617796,0.5153061308074129,0,0,0.576330677686063,0.12233277094631971,0,0.014555415416564547,0,0,0,0,0.015762764218906378,0,0.763736031869196,CD16+ NK cells
0,0,0.046064710433193296,0.8266290486063927,0.03845194202317781,0.9139163275674843,0.18231790602979797,0.04100927903368235,0.9999478763855332,0.007874953278297356,0.0477477083148369,0,0,0.8221837966288132,0.07860647821663128,0,0,0,0.04401217642274495,0,0,0.04714914901502415,0,1,CD8+ T cells
0,0,0.03432758921849266,0.7595611558070872,0.011043502001781112,0.08483514209520893,0.09576709026767259,0.011413380607925553,0.7744898774830254,0,0.01389575244226229,0,0,0.6267497838891299,0.08805369787357095,0,0,0,0.012713280407354997,0,0,0.06490102861997038,0,0.8100662007679863,CD8+ T cells
0,0,0.04603716066404659,0.8251187995177572,0.0327147563647101,0.514988173385224,0.14832948409186947,0.03514003776960468,0.987194892286534,0,0.039137499280608015,0,0,0.09066084293229852,0.0889210402462179,0,0,0,0.017722812610285847,0,0,0.06128335269356868,0,0.9786652000352074,CD8+ T cells
0,0,0.04428040115817495,0.8294465779787557,0.03484859084559792,0.2649094914754685,0.143102798929348,0.03343642184890774,0.9627790888301895,0,0.04588587666164897,0,0,0.12242567735431527,0.1130762283736919,0,0,0,0,0,0,0.0573521960860901,0,0.6095217450711792,CD8+ T cells
0,0,0.057111162934733326,0.834729857543475,0.034425236247830206,0.1903739748234598,0.11640290594322772,0.031559441985296206,0.9492968520024635,0,0.043213882321786204,0,0,0.4084844890452708,0.12340611017861862,0,0,0,0,0,0,0.028712868451835065,0,0.0673095359693837,CD8+ T cells
0,0,0.06257714620889672,0.8022708624326848,0.03434070155217321,0.09984631160522008,0.07931650642798008,0.029152688528016762,0.9365233761321078,0,0.02312345632206337,0,0,0.6725953480259574,0.08834102407805632,0,0.43469912037036634,0,0.022606719730548112,0,0,0.012218399543509346,0,0.04115159311716051,CD8+ T cells
0,0,0.06996053152672764,0.7437899087468803,0.010788296969523803,0,0.018339600884843894,0,0.6761593335551107,0,0,0,0,0.7178860872570944,0,0,0.6041428687965945,0,0.03621311066729029,0.016442496060121596,0,0,0,0,CD8+ T cells
0,0,0.38672513597626174,0.822590747004522,0.09727671617552484,0.5314795766341838,0.047952111787875444,0.05175004178468705,0.9714719291077317,0,0.02785750778647058,0,0,0.8152547074958328,0,0,0.9226773591976084,0,0.2081813095263344,0.7133249239203341,0,0,0.001999744507757327,0,CD8+ T cells
0,0,0.09672377736529697,0.8111559719299328,0.04401765838704333,0.2169033710755913,0.035694659277743644,0.0347524721849878,0.9675349828041163,0,0.024192448284206535,0,0,0.4398961982597294,0,0,0.923176674432197,0,0.44050961005503053,0.924831750043135,0,0,0,0,CD8+ T cells
0,0,0.10366222261294962,0.8088566911364568,0.0410482133038649,0.6116009846478223,0.041110920037874636,0.03583628770893421,0.9833702946569026,0,0.022763687526331153,0,0,0.8011898389035366,0,0,1,0,0.714159154421356,0.9593727570946806,0,0,0,0,CD8+ T cells
0,0,0.0777981090878831,0.013357764653153218,0.8884819827565956,0,0.005420650047390543,0,0.004847512663493123,0,0,0,0,0.8636859650729034,0,0.14930209345115794,0.08497105577721085,0,0,0.719887102214131,0.39091109310249683,0.10218333419953098,0.6592080220678481,0,B cells
0,0,0.1350183671500053,0.029230877999773412,0.9358027472601588,0,0.03541878817727431,0,0.010491093654003861,0,0,0,0,0.893995812406389,0,0.27330399070120914,0.14472510613699124,0,0,0.27805722941178174,0.47217055332640173,0.13486071095435542,0.7160023322718958,0.007164040273834905,B cells
0,0,0.24604547705528748,0.0057019088949120346,0.955790414691531,0,0,0,0.002997859868934357,0,0,0,0,0.7374889046609665,0,0.33609639778298556,0.04074752233946603,0,0,0.617869107862223,0,0.2194390132930445,0.8405665336863439,0.037053090572616146,B cells
0,0,0.126386978648889,0,0.8724325166205341,0,0,0,0,0,0,0,0,0.5186317385042405,0,0.1679976259737603,0.01826021059512063,0,0,0.7510631085129326,0,0.06760887867284214,0.7450975896791262,0.012832494078355813,B cells
0,0,0.5675855090456793,0.047071833979611837,0.10101624317151585,0,0.18334806788022634,0,0.048796037142042656,0.006256294791038158,0.20393038143346115,0,0,0.5671744359033521,0.06223046002705365,0,0.053975036186909624,0.0026626361410360846,0,0.036885988686607314,0,0.02937961098447897,0.37966809925777384,1,CD16- NK cells
0,0,0.3648642473790326,0.01751723489700147,0.05064507172310908,0,0.1539941561199155,0,0.07993464493363484,0.0814785967425279,0.9004470394172752,0,0,0.3993428375169652,0.08219347938852652,0,0,0,0,0,0,0,0,0.3181003698415102,Unassigned
0,0,0.7638149586712969,0.0476341237062857,0.17296449556777424,0,0.3003234345023212,0,0.045437352011169274,0.0349210807886127,0.6672569807184466,0,0,0.6930001855792026,0.3065741494010133,0,0.02382540823014241,0,0,0,0,0.06334892879897369,0,0.872423701632563,CD16+ NK cells
0,0,0.26463744887979695,0.02763348714113515,0.028679999303182276,0,0.2672899708592018,0,0.03948714001310021,0,0.5593839532678971,0,0,0.6810036871131598,0.18504677520383706,0,0.02215222192295494,0,0,0,0,0.049114646045069085,0,0.8459719810332079,CD16+ NK cells
0,0,0.35880033564913816,0.027550816650659758,0.048757552725988536,0,0.19199120848989062,0,0.059648622012083756,0,0.18568801020374276,0,0,0.7099548140237252,0.003937842770552668,0,0.6860404506595283,0.005140135310197848,0,0.0028203915754197425,0,0,0,0.9515426211916334,CD16- NK cells
0,0,0.05029308461637544,0.90273641726777,0.008849652826340662,0,0.03624297937922317,0,0.06627290402619979,0.013533877602056888,0.02043624883469789,0,1,0.9512046847964244,0.12515878557837362,0,0.028772804311297515,0,0,0,0,0.0436673528226876,0,0.1385857700556216,T cells
0,0,0.04881142245231781,0.9373312256115907,0.030576228287270833,0.8429019759173028,0.21695911953404817,0.02475579346992268,0.865925437183859,0.3899909195754514,0.03289794409149513,0,1,0.8239539291555358,0.1415568699524001,0,0,0,0.018994327156901327,0,0,0.11831016313070317,0,0.9999374963422218,T cells
0,0,0.027271633485438134,0.7257740526993541,0.005811833744408277,0.05287716174760252,0.07685570827094419,0.009287490095879064,0.7539272996327638,0,0.0042817425911334485,0,0,0.1262302411337457,0.059309001397012874,0,0,0,0.03890282434019708,0,0,0.07340985494079148,0,0.8552871339782193,CD8+ T cells
0,0,0.02261143431877442,0.733776772716675,0.00852080164089306,0,0.0766355218446458,0.007583295908157026,0.7577633513224277,0,0.007956793889618778,0,0,0.1410777197236039,0.08439506269192186,0,0,0,0.009183677461335695,0,0,0.07868798481849272,0,0.4860760892900504,CD8+ T cells
0,0,0.05020174443256971,0.7802102404277919,0.015636762334133882,0,0.053727351439742284,0.00803474037432468,0.8204392554891892,0,0.016224757552509975,0,0,0.092728953421962,0.08144712861921591,0,0,0,0,0,0,0.03266534127580606,0,0.04182185643881082,CD8+ T cells
0,0,0.06764356000673685,0.8419451737116896,0.039696972701257764,0.12742641349364756,0.10519415602730224,0.03332817623837859,0.9737607733989471,0,0.05668936782538347,0,0,0.059702032322217255,0.1182016708186826,0,0,0,0,0,0,0.024221522409713276,0,0.04764910062111888,CD8+ T cells
0,0,0.048514113758131264,0.7991243730099064,0.03175545767580631,0.12794502679839015,0.06609833442769508,0.031378348160163404,0.9418946142698343,0,0.027569152666257913,0,0,0.06126541950109906,0.04505948293237626,0,0.450111290246888,0,0.027867901946380575,0,0,0.0016305709104642411,0,0.02934893490343245,CD8+ T cells
0,0,0.08484249261553382,0.7929304365076709,0.03904779681970885,0.3220646215309131,0.0858047174663407,0.038816020497148704,0.9802013969565427,0,0.02617843502695198,0,0,0.40391459446190453,0.06641188281508552,0,0.7274830650797751,0,0.021130042866055448,0,0,0.006982019900978833,0,0.025456134545244986,CD8+ T cells
0,0,0.03708364709565315,0.8011612287456461,0.030987026113534277,0.4696238572717323,0.04695833565044276,0.028621622998437977,0.9363141579587229,0,0.022257985763874277,0,0,0.6620109424351778,0,0,0.7965134265673616,0,0.61132365183659,0.09732074333185013,0,0,0,0,CD8+ T cells
0,0,0.04894460148118161,0.7625806963342222,0.02107134436129037,0.012612258755630504,0.01854632687992579,0.017952217770888033,0.863179577822542,0,0.009625014079527875,0,0,0.08556565155948748,0,0,0.7844024899365681,0,0.33490725239843705,0.570760299097072,0,0,0.0042979121019120926,0,CD8+ T cells
0,0,0.027370630145851126,0.8033610199644643,0.0304905781502668,0.9233265138241721,0.03208756246708198,0.030976865790453667,0.9496035152151092,0,0.018074641790839167,0,0,0.06288710766346206,0,0,0.9075967587665836,0,0.8602927875507032,0.6508964472904498,0.08504133554447946,0,0,0,CD8+ T cells
0,0,0.10599327769782395,0.050157905414969256,1,0.0704989623181256,0.06450858021203788,0,0.02312317502634354,0.01389188084139076,0,0,0,1,0,0.9996428429160786,0.7141499920367909,0,0,0.44888820956563075,0.4504819638452481,0.9997797539365372,0.7497943418356673,0.017895829775618863,CXCR5+ B cells
0,0,0.05794259206768694,0.025322563732018237,0.9776492968056577,0,0.015136751023462779,0,0.011307592588825263,0,0,0,0,0.9999768576677734,0,0.1279140988473764,0.6165102501207446,0,0,0.6932461338303706,0.4859124307650608,0.06172459842846459,0.6730110341332048,6.039836839774495e-4,B cells
0,0,0.12295451096803509,9.90857946513225e-4,0.9201758408970339,0,0.0010840102790708134,0,0.0035647176165314485,0,0,0,0,0.7828586386897599,0,0.18877124004328638,0.037696323979650746,0,0,0.21000164980784225,0,0.05733244067167808,0.7334506693162768,0.010582834054058266,B cells
0,0,0.15795190760620473,0,0.759554726782569,0,0,0,0,0,0,0,0,0.41673241379043136,0,0.105035980703691,0.011428868739767784,0,0,0.36920054876611985,0,0.03535279153490792,0.6237123198844858,0,B cells
0,0,1,0.23827106792574307,0.7780922408900971,0,0.010532950465366722,0.009157274448678485,0.05676929447436366,0,0,0,0,0.995262119061786,0,0,1,0,0,0.23658324602747066,0.00898586691035942,0,0.49550646195799386,0,B cells
0,0,0.7304033260441752,0.02374005238397515,0.16266526809797055,0,0.193864401941784,0,0.0381257680307223,0.0728999210567344,0.22487301097540072,0,0,0.2508590198690483,0.08412429471987101,0,0.004955408450934822,0,0,0,0,0.028415677452181605,0,0.4917059468063757,CD16- NK cells
0,0,0.6472589503159772,0.03261425219539218,0.12080022864681743,0,0.2664091061569376,0,0.04131242585041675,0.04235371087402137,0.17285234321235315,0,0,0.6822193814832436,0.15655660442798183,0,0.0058280755443852845,0,0,0,0,0.032563645753301625,0,0.25318597067397336,Unassigned
0,0,0.6960010316726826,0.04647474479220842,0.12850202278639025,0,0.5412210936201596,0.0019140736873527711,0.04372659787278424,0.03761198003717072,0.23069544491279065,0,0,0.7314395343462259,0.24667249633774868,0,0.041928758693469,0,0,0,0,0.06453176643344158,0,0.8422636936509349,CD16- NK cells
0,0,0.18528967427850088,0.019913812833970604,0.015858101859338978,0,0.27833940550125646,0,0.04466271342496789,0.00617978347087615,0.08164740804329272,0,0,0.5789816014429825,0.11777163118375569,0,0.00874442736445234,0,0,0,0,0.040318299740766,0,0.7041492729930325,CD16- NK cells
0,0,0.6906558879070565,0.04395250985669333,0.13801966501068041,0,0.17081964546107506,0,0.027762427294054377,7.733214435745286e-5,0.11018676037620584,0,0,0.6443182203115917,0.16640585373185368,0,0.021611471093442868,0,0,0,0,0.06765247141860377,0,0.8336601834806182,CD16- NK cells
0,0,0.07702225981962904,0.9540782471793673,0.024066245861188593,0,0.13411075190870964,0,0.08303111373065691,0.005350307390468831,0.8459472424706905,0,0,0.40803250582721146,0.2521840379388547,0,0,0,0,0,0,0.054992256410561366,0,0.9348552883198427,TCRgd- T cells
0,0,0.062090272090107125,0.9204681155241604,0.015369179104456596,0,0.06403034187391451,0,0.576522637728981,0.01936342957812135,0.018072934296897904,0,1,1,0.22614773700251423,0,0.004320086063669191,0,0,0,0,0.06331106179626923,0,0.17038298449344524,T cells
0,0,0.021192337747998412,0.6442864262343058,0,0,0.033550686783737765,0,0.6068716167689286,0,0,0,0,0.07375918943789919,0.01151032799781378,0,0.004919189850215546,0,0.010839108308382842,0,0,0.02728780884320157,0,0.05204858429763964,CD8+ T cells
0,0,0.16105812353425544,0.7856092773499692,0.05139198604523924,0.2958283395824085,0.06747090847304395,0.02807097494770625,0.9307519363493971,0,0.027197217731447974,0,0,0.0665680736316641,0.023829147803762427,0,0.010498330363455302,0,0,0.016178915472498643,0,0,0.4989416003835935,0.0499069008802978,CD8+ T cells
0,0,0.02560421385504456,0.801950949144974,0.028285498211966943,0.4352004240391714,0.06784367091898404,0.031178650511050315,0.9480138576180073,0,0.021715127147145744,0,0,0.06790821467480097,0,0,0.018420971144838105,0,0.6486271700757947,0,0,0,0,0.024795668490774934,CD8+ T cells
0,0,0.029239260453471035,0.6856359923209618,0,0,0.01613147668618781,0,0.68924789315191,0,0,0,0,0.04699736287392722,0,0,0.43531495248105195,0,0.09618670247075993,0,0,0,0,0.017452335485760584,CD8+ T cells
0,0,0.029444331086816874,0.7384388481665198,0.008947955600060401,0,0.023278281164233548,0.005026203499770495,0.7822645014547559,0,5.301695284096243e-4,0,0,0.04302147035038891,0,0,0.7135876540817843,0,0.06898567547001852,0,0,0,0,0.015562343835462148,CD8+ T cells
0,0,0.5281113009277445,0.8003787477417322,0.12874582667807438,0.4192874066397028,0.07291998298682727,0.054657603862412245,1,0,0.02904055084793944,0,0,0.06913999090829112,0.061257843701880046,0,0.813519744387991,0,0,0,0,0.007098352028537229,0,0.028762553616169202,CD8+ T cells
0,0,1,0.7784930191105787,0.391061325790832,1,0.06922047740177689,0.06124443398884336,0.9715088846995947,0.002601684028119796,0.03554992071930713,0,0,0.08323505377089556,0,0,0.8259114292568196,0,0,0.47619102829528903,0.08486027948633974,0,0.02937329969933888,0,CD8+ T cells
0,0,0.3067342682480926,0.7927104237353001,0.8810359103162501,0.8776617854032907,0.10585968917915188,0.06047356188004124,0.9106021821758941,0.012926745859535347,0.04272930233345119,0,0,0.8926471761473266,0.07770406718480787,0.3795117999873288,0.5996203620684681,0,0.14854523153294763,0.5745355546733167,0.07180599478033821,0.18334045905989632,0.7002255566147099,0.059248251300059625,Unassigned
0,0,0.11458673610496328,0.07249909886461116,1,0.13198132918077649,0.08281524443534775,0,0.031159457099299365,0.4196282453242736,0.02168274185618021,0,0,1,0,0.32229757276445803,0.7778231571820922,0,0,0.0987860071945985,0.02273870519518528,0.018703133158517814,0.7923761454025983,0.02214292449291307,B cells
0,0,0.03770984431732945,0.030724616460664537,0.9575259371825998,0,0.04904433146194073,0,0.015808949174572852,0.018507836885003823,0,0,0,1,0,0.15849755341345298,0.7449920394963484,0,0,0.09575644839608792,0.1959661327481313,0.023337176216428154,0.68844630149195285,0.0034972356216255206,B cells
0,0,0.913813914127076,0.048683529093229774,0.900181437598974,0,0.014937733474634,0,0.015097304782211655,0,0,0,0,0.8150525329266453,0,0.215446438024956,0.032932460941269975,0,0,0.19493787849858482,0.008773061861636492,0.05950770804547401,0.6656009638763298,0,B cells
0,0,0.17276516128578653,0.011053656939632587,0.7827212670460175,0,0,0,0,0,0,0,0,0.7174415890815465,0,0.0658959973849767,0.045758452666150806,0,0,0.1977510328269648,0.009261961110384319,0,0.4742443838287005,0,B cells
0,0.11608234611047394,0.8800325655868662,0.050944286575588985,0.24241798828989408,0,0.028094549254461542,0,0.027355853750568152,0.02511335563274692,0.0010147343379447874,0,0,0.21194967019181069,0,0,0.009848610479369854,0,0,0.5499388394300012,0.5947470667467866,0,0.7038910953140155,0.03053388401459428,Dendritic cells
0.07869254646868842,1,0.8542915951212148,0.013835725241683815,0.1894263974639638,0,0.2797834187791325,0,0.009626772346824705,0.10551859794209617,0,0,0,0,0,0,0,0,0,0,0.7230683918204897,0,0,0,Unassigned
0.047722989418989926,0.9989262131169833,0.8912715801199674,0.007537894994416871,0.21666904475419632,0,0.23611283147706572,0,0,0.07995569984083667,0,0,0,0,0,0,0,0,0,0,0.20222186480707013,0,0,0,Unassigned
0,0,0.16806623191342684,0.028500266817135553,0.015124271354762867,0,0.08295525473314101,0,0.031785106923096385,0.013939167404948298,0.026117238209292213,0,0,0.11840800264187709,0,0,0,0,0,0,0,0,0,0.08755926142846265,Unassigned
0,0,0.7020376601887945,0.04001337245384653,0.12908203662856446,0,0.48295147590172915,0,0.046441070930240025,0.5607628322546807,0.12675442712638882,0,0,0.586076453693027,0.12404815740891435,0,0.021600618752988746,0,0,0,0,0.03857156720337771,0,0.8561166947366233,CD16- NK cells
0,0,0.3279003515613178,0.029653452265578428,0.04120385044166208,0,0.39401015338553713,0,0.04762047305879778,0.5064752290482172,0.6100304906432378,0,0,0.6201109244661861,0.1696585502285573,0,0.0050827941597754315,0,0,0,0,0.04599180629052462,0,0.7245105585554595,CD16+ NK cells
0,0,0.031933126780165966,0.7337707118327179,0,0,0.015204887886572004,0,0.06561612052213561,0,0.0038920426468345383,0,0,0.08935538912177808,0,0,0.03601083938131372,0,0.024788348945104906,0,0,0,0,0.060782760550141146,TCRgd- T cells
0,0,0.18810853166090408,1,0.03856185707240566,0,0.016117485690087006,0,0.0623903679525007,0.35763659485413024,0.5901344336760297,0,1,0.5675889831761398,0.07776905972675083,0,0.0017173422157431577,0,0,0,0,0.0187597205795227,0,0.33639218967643175,T cells
0,0,0.07033793996883614,1,0.019787462021223227,0,0.0842781489289876,0,0.5084206521881518,0.0037591208053631042,0.09093476843793051,0,0,0.05895427489410937,0,0,0.04309100342445398,1,0.06723388279142004,0,0,0,0,0.14095402621469477,CD8+ T cells
0,0,0.011957165313527668,0.7458163769809683,0,0,0.012186546441181183,0,0.6228497892388053,0,0,0,0,0.049866572821529696,0,0.05289928503948141,0.07755402182728242,0,0.8243611973246388,0,0,0,0,0.056797514220614714,CD8+ T cells
0,0,0.015521630578995043,0.7394459078551229,0.016841289156658643,0,0.029818814440935405,0.02630298597082606,0.9026011957062657,0,0.018597231002858653,0.6180996210586611,0,0.008533000049812825,0,0,0.07809889010189885,0,0.6749388420561143,0.15476520137234398,0.6115436650221219,0,0.0016801300410564353,0,CD8+ T cells
0,0,0.02803282844477509,0.8075278848830781,0.02848827522463337,0.6192045858885967,0.044537883804301216,0.028356478135166247,0.9515828882923041,0,0.020220226818813757,0,0,0.05015452047357097,0,0,0.8118552902404031,0,0.5381639814455643,0.03039251141268779,0,0,0,0,CD8+ T cells
0,0,0.065761649638726,0.8121288549174556,0.03870418347521564,0.42035522665580544,0.07269587798048735,0.03986591388271487,1,0,0.02773190613069366,0,0,0.05329174223591986,0.042883754272006774,0,0.7850143117789974,0,0.02000111431209044,0,0,0,0,0.028875266567269273,CD8+ T cells
0,0,0.09870216492496016,0.7871013660717581,0.03956294193426887,0.2838676665378733,0.04065731069816471,0.031692227429349136,0.9447812620714221,0,0.019057287083325273,0,0,0.0533518937297101,0,0,0.7608011116597537,0,0.04444293971276202,0.0036841955148896165,0,0,0.3817959296771429,0.01088131805814778,CD8+ T cells
0,0,0.7673350307584395,0.7804157932925175,0.20458726555233453,1,0.0720298865681556,0.05215024962940309,1,0.004997907615619026,0.03288992601342388,0,0,0.04677834974154615,0,0,0.8699564440267639,0,0,0.18527735050487154,0.008534420544957734,0,0.5738348372715932,0.009528467201978877,CD8+ T cells
