"","clustering_prop","cluster"
"1",0.0390157266674166,1
"2",0.0328589780138729,2
"3",0.0486563741590456,3
"4",0.0571214931077579,4
"5",0.0604379283824668,5
"6",0.0701343970618879,6
"7",0.0686042397965272,7
"8",0.0713591795940329,8
"9",0.068013191925787,9
"10",0.0786225012055735,10
"11",0.0652910881211002,11
"12",0.0626379399013331,12
"13",0.0718155998942156,13
"14",0.073293219571066,14
"15",0.0680952819078342,15
"16",0.0731947115926093,16
"17",0.077621003424597,17
"18",0.0696352899710406,18
"19",0.0695105131983288,19
"20",0.0638889912277332,20
"21",0.0694284232162816,21
"22",0.0682496110740831,22
"23",0.071385448388288,23
"24",0.0769215967775545,24
"25",0.0779099601614033,25
"26",0.0667260210072861,26
"27",0.0702526066360359,27
"28",0.0261046142910253,28
"29",0.0508596692771938,29
"30",0.0363264588555487,30
"31",0.0375578085862575,31
"32",0.0569934327357642,32
"33",0.0665224378518089,33
"34",0.0663287054941774,34
"35",0.0383327380167835,35
"36",0.0511453424147182,36
"37",0.0777589145944364,37
"38",0.0868413502081441,38
"39",0.0881022523323898,39
"40",0.0932673540028027,40
"41",0.0531089347852884,41
"42",0.057328359862517,42
"43",0.0552531251163625,43
"44",0.0613310673871409,44
"45",0.0582806036542651,45
"46",0.0723869461692644,46
"47",0.0769708507667828,47
"48",0.0664534822668892,48
"49",0.0717466443092959,49
"50",0.0702690246324454,50
"51",0.0815153521729185,51
"52",0.0683809550453587,52
"53",0.0812887838224681,53
"54",0.0659445243781963,54
"55",0.0723212741836266,55
"56",0.0814234113930256,56
"57",0.0689128981290248,57
"58",0.0783335444687672,58
"59",0.0749448700098567,59
"60",0.0704036522030029,60
"61",0.0586910535645014,61
"62",0.0802314648536996,62
"63",0.0700523070798407,63
"64",0.0773123450920994,64
"65",0.0724099313642377,65
"66",0.0855049253004149,66
"67",0.0704529061922312,67
"68",0.0694481248119729,68
"69",0.0730436660256424,69
"70",0.0737693414669401,70
"71",0.0650710869692136,71
"72",0.0628218214611189,72
"73",0.0634260037289867,73
"74",0.0647722794345616,74
"75",0.0697469323466249,75
"76",0.0648445186187632,76
"77",0.0813446050102603,77
"78",0.0841356643998667,78
"79",0.0943246729715713,79
"80",0.0928437696954389,80
"81",0.0598337461145991,81
"82",0.0635343625052891,82
"83",0.0600865832593046,83
"84",0.0546587936463405,84
"85",0.0738842674418062,85
"86",0.0781201105154443,86
"87",0.0760678609642631,87
"88",0.0724263493606471,88
"89",0.0720487354432298,89
"90",0.0703149950223918,90
"91",0.080366092424257,91
"92",0.0825661039431233,92
"93",0.0718254506920612,93
"94",0.0768493575933529,94
"95",0.0712409700198848,95
"96",0.0760974133578001,96
"97",0.0858234344307582,97
"98",0.077473241456912,98
"99",0.0758347254152489,99
"100",0.070370816210184,100
"101",0.0703905178058753,101
"102",0.0687191657713933,102
"103",0.0780544385298065,103
"104",0.0714806727674628,104
"105",0.0678884151530752,105
"106",0.0791248918957026,106
"107",0.0733588915567038,107
"108",0.0628021198654276,108
"109",0.0803956448177941,109
"110",0.0716481363308392,110
"111",0.061298231394322,111
"112",0.0682758798683382,112
"113",0.0637707816535851,113
"114",0.0649594445936293,114
"115",0.0649331757993742,115
"116",0.064072872787519,116
"117",0.0621552508068953,117
"118",0.092423468987357,118
"119",0.0864801542871362,119
"120",0.0598764329052636,120
"121",0.0604838987724133,121
