"","NR1","NR2","NR3","NR4","NR5","NR6","NR7","NR8","NR9","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10","R11"
"1",0.11648223645894,0.0215749730312837,0.0412711514651259,0.0917010545621275,0.0480884828083674,0.0429676310512747,0,0,0.134529147982063,0.167982529816899,0.100050025012506,0.134710372698698,0.241808729295128,0.146305779078274,0.0420344682639765,0,0.115406809001731,0.0973709834469328,0.17077335935594,0.0346740638002774
"2",0.378567268491555,0.129449838187702,0.103177878662815,0.114626318202659,0.19235393123347,0.157547980521341,0.0176553672316384,0.0426439232409382,0.493273542600897,0.386359818578868,0.475237618809405,0.583744948361024,0.447346149195986,0.493782004389173,0.0840689365279529,0.0203252032520325,0.346220427005193,0.292112950340798,0.280556233227617,0.104022191400832
"3",0.40768782760629,0.194174757281553,0.165084605860504,0.320953690967446,0.288530896850204,0.186193067888857,0.141242937853107,0.127931769722815,0.358744394618834,0.352763312615488,0.750375187593797,0.808262236192187,0.70124531495587,0.859546452084857,0.168137873055906,0.0609756097560976,0.461627236006924,0.0973709834469328,0.304952427421322,0.0346740638002774
"4",0.40768782760629,0.302049622437972,0.103177878662815,0.412654745529574,0.336619379658572,0.214838155256374,0.105932203389831,0.127931769722815,0.538116591928251,0.403158071560558,0.625312656328164,0.628648405927256,0.785878370209165,0.859546452084857,0.168137873055906,0.0609756097560976,0.403923831506059,0.0973709834469328,0.426933398389851,0.0693481276005548
"5",0.46592894583576,0.258899676375405,0.144449030127941,0.160476845483723,0.384707862466939,0.0572901747350329,0.0353107344632768,0.0426439232409382,0.0448430493273543,0.302368553670418,0.675337668834417,0.538841490794791,0.664974005561601,0.384052670080468,0.210172341319882,0.0609756097560976,0.461627236006924,0.292112950340798,0.37814101000244,0.0346740638002774
"6",0.46592894583576,0.366774541531823,0.144449030127941,0.275103163686382,0.288530896850204,0.143225436837582,0.123587570621469,0,0.358744394618834,0.167982529816899,0.450225112556278,0.718455321059722,0.664974005561601,0.841258229700073,0.0840689365279529,0.0609756097560976,0.403923831506059,0.389483933787731,0.341546718711881,0.104022191400832
"7",0.23296447291788,0.819848975188781,0.0825423029302518,0.504355800091701,0.312575138254388,0.186193067888857,0.264830508474576,0.426439232409382,0.62780269058296,0.487149336469007,0.775387693846923,0.493938033228559,0.640793132632088,0.457205559619605,0.126103404791929,0.0609756097560976,0.288517022504328,0.292112950340798,0.37814101000244,0.242718446601942
"8",0.203843913803145,0.604099244875944,0.103177878662815,0.458505272810637,0.601106035104592,0.229160698940132,0.247175141242938,0.127931769722815,0.224215246636771,0.403158071560558,0.450225112556278,0.493938033228559,0.556160077378793,0.548646671543526,0.0840689365279529,0.040650406504065,0.230813618003462,0.292112950340798,0.500121980970968,0.173370319001387
"9",0.17472335468841,0.474649406688242,0.226991333058192,0.36680421824851,0.432796345275307,0.214838155256374,0.229519774011299,0.255863539445629,0.493273542600897,0.503947589450697,0.450225112556278,0.404131118096093,0.471527022125499,0.640087783467447,0.0840689365279529,0.0609756097560976,0.403923831506059,0.292112950340798,0.365942912905587,0.13869625520111
"10",0.262085032032615,0.366774541531823,0.144449030127941,0.504355800091701,0.577061793700409,0.315095961042681,0.229519774011299,0.0852878464818763,0.403587443946188,0.436754577523937,0.600300150075038,0.0898069151324652,0.544069640914037,0.585223116313094,0.0840689365279529,0.182926829268293,0.51933064050779,0.0973709834469328,0.365942912905587,0.208044382801664
"11",0.46592894583576,0.496224379719525,0.309533635988444,0.710683172856488,0.336619379658572,0.458321397880264,0.33545197740113,0.341151385927505,0.672645739910314,0.655131866285906,0.425212606303152,0.898069151324652,0.580340950308306,0.6949524506218,0.168137873055906,0.142276422764228,0.403923831506059,0.486854917234664,0.561112466455233,0.13869625520111
"12",0.436808386721025,0.647249190938511,0.288898060255881,0.573131591013297,0.697283000721327,0.859352621025494,0.494350282485876,0.810234541577825,0.717488789237668,0.621535360322526,0.450225112556278,0.538841490794791,0.350622657477935,0.493782004389173,0.378310214375788,0.40650406504065,0.346220427005193,0.389483933787731,0.573310563552086,0.346740638002774
"13",0.145602795573675,0.215749730312837,0.226991333058192,0.275103163686382,0.144265448425102,0.200515611572615,0.176553672316384,0.255863539445629,0.224215246636771,0.100789517890139,0.225112556278139,0.134710372698698,0.13299480111232,0.256035113386979,0.252206809583859,0.182926829268293,0.0577034045008656,0,0.134179068065382,0.277392510402219
"14",0.786255096097845,0.776699029126214,0.165084605860504,1.87987161852361,1.10603510459245,1.73302778573475,1.12994350282486,2.00426439232409,1.52466367713004,1.22627246766336,0.700350175087544,0.449034575662326,0.411074839801717,0.859546452084857,0.504413619167718,0.528455284552846,1.09636468551645,1.26582278481013,0.792876311295438,1.10957004160888
"15",0.46592894583576,0.776699029126214,0.123813454395378,1.53599266391564,1.10603510459245,1.33199656258952,1.34180790960452,2.04690831556503,1.47982062780269,0.839912649084495,0.675337668834417,0.628648405927256,0.423165276266473,0.841258229700073,0.504413619167718,0.528455284552846,1.38488170802077,0.584225900681597,0.63430104903635,1.42163661581137
"16",0.52417006406523,0.539374325782093,0.247626908790755,0.962861072902338,0.865592690550613,1.07419077628187,1.25353107344633,1.06609808102345,1.03139013452915,0.839912649084495,0.550275137568784,0.628648405927256,0.241808729295128,0.621799561082663,0.798654897015553,0.528455284552846,0.807847663012118,0.584225900681597,0.536716272261527,1.24826629680999
"17",0.378567268491555,0.453074433656958,0.206355757325629,0.435580009170105,0.625150276508776,0.615869378401604,0.688559322033898,0.682302771855011,0.62780269058296,0.419956324542248,0.350175087543772,0.224517287831163,0.241808729295128,0.475493782004389,0.840689365279529,0.32520325203252,0.750144258511252,0.584225900681597,0.353744815808734,0.79750346740638
"18",0.29120559114735,0.258899676375405,0.0825423029302518,0.73360843649702,0.64919451791296,0.515611572615297,0.653248587570621,0.810234541577825,0.672645739910314,0.369561565597178,0.275137568784392,0.449034575662326,0.302260911618909,0.237746891002195,0.210172341319882,0.304878048780488,0.346220427005193,0.194741966893866,0.426933398389851,0.624133148404993
"19",0.34944670937682,0.409924487594391,0.247626908790755,0.458505272810637,0.721327242125511,0.902320252076769,0.741525423728814,0.895522388059702,0.852017937219731,0.335965059633798,0.200100050025012,0.449034575662326,0.253899165759884,0.438917337234821,0.756620428751576,0.32520325203252,0.346220427005193,0.584225900681597,0.292754330324469,0.589459084604716
"20",0.087361677344205,0.366774541531823,0.0619067271976888,0.320953690967446,0.360663621062755,0.401031223145231,0.388418079096045,0.426439232409382,0.538116591928251,0.386359818578868,0.325162581290645,0.493938033228559,0.241808729295128,0.237746891002195,0.252206809583859,0.040650406504065,0.115406809001731,0.292112950340798,0.390339107099292,0.312066574202497
"21",0.17472335468841,0.0431499460625674,0,0.0458505272810637,0.120221207020918,0.0286450873675165,0.0176553672316384,0.0426439232409382,0.0448430493273543,0.151184276835209,0.250125062531266,0.359227660529861,0.169266110506589,0.274323335771763,0.0840689365279529,0,0.230813618003462,0.0973709834469328,0.0975847767748231,0.0693481276005548
"22",0.320326150262085,0.129449838187702,0.0412711514651259,0.137551581843191,0.240442414041837,0.200515611572615,0,0.0426439232409382,0.269058295964126,0.554342348395767,0.375187593796898,0.404131118096093,0.556160077378793,0.896122896854426,0.126103404791929,0,0.173110213502597,0.0973709834469328,0.256160039033911,0.0346740638002774
"23",0.64065230052417,0.323624595469256,0.103177878662815,0.0917010545621275,0.216398172637653,0.100257805786308,0.105932203389831,0.0852878464818763,0.31390134529148,0.369561565597178,0.775387693846923,0.808262236192187,0.749607060814895,0.548646671543526,0.0420344682639765,0.0203252032520325,0.173110213502597,0.194741966893866,0.341546718711881,0.0346740638002774
"24",0.17472335468841,0.17259978425027,0.0619067271976888,0.298028427326914,0.0721327242125511,0.200515611572615,0.105932203389831,0.0426439232409382,0.134529147982063,0.655131866285906,0.375187593796898,0.493938033228559,0.664974005561601,0.402340892465252,0,0.040650406504065,0.346220427005193,0.194741966893866,0.280556233227617,0
"25",0.203843913803145,0.215749730312837,0.0412711514651259,0.183402109124255,0.240442414041837,0.128902893153824,0.105932203389831,0.0852878464818763,0.179372197309417,0.436754577523937,0.500250125062531,0.763358778625954,0.459436585660742,0.621799561082663,0.210172341319882,0.0203252032520325,0.115406809001731,0.0973709834469328,0.341546718711881,0.0693481276005548
"26",0.320326150262085,0.453074433656958,0.0619067271976888,0.275103163686382,0.144265448425102,0.214838155256374,0.211864406779661,0.0426439232409382,0.134529147982063,0.352763312615488,0.575287643821911,0.493938033228559,0.785878370209165,0.365764447695684,0,0.0813008130081301,0.461627236006924,0.194741966893866,0.439131495486704,0.0346740638002774
"27",0.378567268491555,0.798274002157497,0.0619067271976888,0.137551581843191,0.144265448425102,0.0572901747350329,0.247175141242938,0,0.134529147982063,0.201579035780279,1.02551275637819,0.404131118096093,0.846330552532947,0.310899780541331,0.0840689365279529,0.040650406504065,0.692440854010387,0.194741966893866,0.402537204196145,0.0346740638002774
"28",0.11648223645894,0.75512405609493,0.123813454395378,0.229252636405319,0.288530896850204,0.143225436837582,0.176553672316384,0.170575692963753,0.0896860986547085,0.335965059633798,0.500250125062531,0.493938033228559,0.664974005561601,0.457205559619605,0.0420344682639765,0.0203252032520325,0.288517022504328,0.0973709834469328,0.365942912905587,0.208044382801664
"29",0.087361677344205,0.474649406688242,0.0412711514651259,0.206327372764787,0.120221207020918,0.0716127184187912,0.211864406779661,0,0.134529147982063,0.319166806652108,0.300150075037519,0.17961383026493,0.495707895055011,0.3474762253109,0,0.0609756097560976,0.230813618003462,0.0973709834469328,0.268358136130764,0.104022191400832
"30",0.145602795573675,0.345199568500539,0.144449030127941,0.275103163686382,0.19235393123347,0.286450873675165,0.194209039548023,0.0426439232409382,0.31390134529148,0.167982529816899,0.250125062531266,0.224517287831163,0.459436585660742,0.457205559619605,0.0840689365279529,0.121951219512195,0.173110213502597,0,0.329348621615028,0.208044382801664
"31",0.087361677344205,0.280474649406688,0.0825423029302518,0.527281063732233,0.288530896850204,0.601546834717846,0.494350282485876,0.767590618336887,0.62780269058296,0.302368553670418,0.150075037518759,0.224517287831163,0.241808729295128,0.201170446232626,0.168137873055906,0.121951219512195,0.51933064050779,0.194741966893866,0.280556233227617,0.312066574202497
